episode,path,player,side,won,opp_deck,player_winrate,player_games,my_deck,src
89052209,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89052209.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88846348,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88846348.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89059243,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89059243.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89029842,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89029842.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88876290,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88876290.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88702655,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88702655.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88704144,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88704144.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89020634,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89020634.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88891738,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88891738.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88793828,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88793828.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89043159,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89043159.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88691223,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88691223.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88688852,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88688852.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88698805,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88698805.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88670627,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88670627.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89024072,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89024072.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88973127,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88973127.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88740921,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88740921.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89044130,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89044130.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89035073,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89035073.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88887455,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88887455.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89037222,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89037222.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88878777,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88878777.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88875780,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88875780.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88814440,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88814440.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88999912,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88999912.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88685112,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88685112.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88684646,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88684646.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88863361,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88863361.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88694538,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88694538.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88691690,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88691690.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89040407,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89040407.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89051216,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89051216.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89046592,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89046592.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88695942,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88695942.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88889781,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88889781.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88881974,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88881974.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88694056,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88694056.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88884263,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88884263.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89052695,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89052695.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88892162,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88892162.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88679036,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88679036.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88885166,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88885166.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88852104,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88852104.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88779616,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88779616.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89054202,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89054202.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89053197,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89053197.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88704625,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88704625.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89048667,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89048667.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88885609,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88885609.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88867030,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88867030.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88889780,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88889780.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88692156,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88692156.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88894464,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88894464.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88885625,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88885625.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88671596,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88671596.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89039933,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89039933.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88868081,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88868081.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88803577,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88803577.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88804318,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88804318.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88682793,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88682793.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89046090,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89046090.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88982294,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88982294.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89035382,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89035382.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88880124,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88880124.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88863878,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88863878.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88892181,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88892181.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88872156,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88872156.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89001307,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89001307.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88888922,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88888922.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89041775,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89041775.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88678685,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88678685.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88874217,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88874217.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88716356,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88716356.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89077743,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89077743.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88880581,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88880581.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88679145,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88679145.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88703197,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88703197.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88668742,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88668742.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88889866,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88889866.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89032694,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89032694.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89050694,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89050694.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88893522,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88893522.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89059773,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89059773.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89043145,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89043145.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88866489,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88866489.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88877332,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88877332.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89042685,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89042685.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89044614,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89044614.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88698823,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88698823.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89035350,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89035350.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88846156,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88846156.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89022179,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89022179.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88884727,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88884727.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89053201,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89053201.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88860402,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88860402.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88735260,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88735260.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88692632,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88692632.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89024961,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89024961.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88672061,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88672061.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88699750,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88699750.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88699300,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88699300.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89036272,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89036272.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89046598,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89046598.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89057223,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89057223.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89044618,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89044618.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88869072,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88869072.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88883806,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88883806.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88967973,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88967973.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89069424,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89069424.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89038581,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89038581.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89056222,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89056222.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88891641,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88891641.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88881987,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88881987.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88759028,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88759028.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88895356,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88895356.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88677166,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88677166.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88689792,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88689792.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88717384,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88717384.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88729669,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88729669.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89038129,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89038129.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88678103,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88678103.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88893942,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88893942.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88696888,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88696888.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89011985,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89011985.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89037209,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89037209.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88670159,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88670159.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88677624,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88677624.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88694533,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88694533.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89083587,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89083587.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89060281,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89060281.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89049174,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89049174.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88886127,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88886127.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88689321,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88689321.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88968664,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88968664.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88881066,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88881066.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88773708,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88773708.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88700699,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88700699.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89037680,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89037680.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88878785,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88878785.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88671142,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88671142.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88948552,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88948552.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88693106,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88693106.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89047605,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89047605.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89034002,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89034002.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89052684,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89052684.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89083821,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89083821.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
