episode,path,player,side,won,opp_deck,player_winrate,player_games
87829978,/Users/nickzwart/Desktop/20260724/87829978.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87830481,/Users/nickzwart/Desktop/20260724/87830481.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87830489,/Users/nickzwart/Desktop/20260724/87830489.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87830510,/Users/nickzwart/Desktop/20260724/87830510.json,__Taichicchi__,0,0,Alakazam,0.597,1042
87831013,/Users/nickzwart/Desktop/20260724/87831013.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87831307,/Users/nickzwart/Desktop/20260724/87831307.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87831534,/Users/nickzwart/Desktop/20260724/87831534.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87831551,/Users/nickzwart/Desktop/20260724/87831551.json,__Taichicchi__,1,0,Crustle,0.597,1042
87832058,/Users/nickzwart/Desktop/20260724/87832058.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87832062,/Users/nickzwart/Desktop/20260724/87832062.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87832577,/Users/nickzwart/Desktop/20260724/87832577.json,__Taichicchi__,1,0,Dipplin,0.597,1042
87832600,/Users/nickzwart/Desktop/20260724/87832600.json,__Taichicchi__,0,1,other,0.597,1042
87833115,/Users/nickzwart/Desktop/20260724/87833115.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87833629,/Users/nickzwart/Desktop/20260724/87833629.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87834157,/Users/nickzwart/Desktop/20260724/87834157.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87834687,/Users/nickzwart/Desktop/20260724/87834687.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87835207,/Users/nickzwart/Desktop/20260724/87835207.json,__Taichicchi__,1,1,Crustle,0.597,1042
87835212,/Users/nickzwart/Desktop/20260724/87835212.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87835729,/Users/nickzwart/Desktop/20260724/87835729.json,__Taichicchi__,1,0,Alakazam,0.597,1042
87835752,/Users/nickzwart/Desktop/20260724/87835752.json,__Taichicchi__,1,1,Crustle,0.597,1042
87836252,/Users/nickzwart/Desktop/20260724/87836252.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87836786,/Users/nickzwart/Desktop/20260724/87836786.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87837312,/Users/nickzwart/Desktop/20260724/87837312.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87837841,/Users/nickzwart/Desktop/20260724/87837841.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87838348,/Users/nickzwart/Desktop/20260724/87838348.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87838438,/Users/nickzwart/Desktop/20260724/87838438.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87838490,/Users/nickzwart/Desktop/20260724/87838490.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87838874,/Users/nickzwart/Desktop/20260724/87838874.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87838936,/Users/nickzwart/Desktop/20260724/87838936.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87839396,/Users/nickzwart/Desktop/20260724/87839396.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87839907,/Users/nickzwart/Desktop/20260724/87839907.json,__Taichicchi__,0,0,Crustle,0.597,1042
87839990,/Users/nickzwart/Desktop/20260724/87839990.json,__Taichicchi__,0,0,other,0.597,1042
87840446,/Users/nickzwart/Desktop/20260724/87840446.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87840470,/Users/nickzwart/Desktop/20260724/87840470.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87840590,/Users/nickzwart/Desktop/20260724/87840590.json,__Taichicchi__,1,1,Alakazam,0.597,1042
87840804,/Users/nickzwart/Desktop/20260724/87840804.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87840968,/Users/nickzwart/Desktop/20260724/87840968.json,__Taichicchi__,1,1,Crustle,0.597,1042
87841495,/Users/nickzwart/Desktop/20260724/87841495.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87842015,/Users/nickzwart/Desktop/20260724/87842015.json,__Taichicchi__,1,0,Dipplin,0.597,1042
87842019,/Users/nickzwart/Desktop/20260724/87842019.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87842548,/Users/nickzwart/Desktop/20260724/87842548.json,__Taichicchi__,0,0,Cynthia-Garchomp,0.597,1042
87842557,/Users/nickzwart/Desktop/20260724/87842557.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87842568,/Users/nickzwart/Desktop/20260724/87842568.json,__Taichicchi__,0,1,Dipplin,0.597,1042
87843074,/Users/nickzwart/Desktop/20260724/87843074.json,__Taichicchi__,0,0,Crustle,0.597,1042
87843092,/Users/nickzwart/Desktop/20260724/87843092.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87843598,/Users/nickzwart/Desktop/20260724/87843598.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87843610,/Users/nickzwart/Desktop/20260724/87843610.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87843648,/Users/nickzwart/Desktop/20260724/87843648.json,__Taichicchi__,1,1,Alakazam,0.597,1042
87844121,/Users/nickzwart/Desktop/20260724/87844121.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87844131,/Users/nickzwart/Desktop/20260724/87844131.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87844567,/Users/nickzwart/Desktop/20260724/87844567.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87844724,/Users/nickzwart/Desktop/20260724/87844724.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87845170,/Users/nickzwart/Desktop/20260724/87845170.json,__Taichicchi__,1,0,other,0.597,1042
87845176,/Users/nickzwart/Desktop/20260724/87845176.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87845702,/Users/nickzwart/Desktop/20260724/87845702.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87846223,/Users/nickzwart/Desktop/20260724/87846223.json,__Taichicchi__,1,1,Dipplin,0.597,1042
87846341,/Users/nickzwart/Desktop/20260724/87846341.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87846746,/Users/nickzwart/Desktop/20260724/87846746.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87846772,/Users/nickzwart/Desktop/20260724/87846772.json,__Taichicchi__,1,0,Alakazam,0.597,1042
87846832,/Users/nickzwart/Desktop/20260724/87846832.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87847257,/Users/nickzwart/Desktop/20260724/87847257.json,__Taichicchi__,1,0,Alakazam,0.597,1042
87847693,/Users/nickzwart/Desktop/20260724/87847693.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87847776,/Users/nickzwart/Desktop/20260724/87847776.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87847799,/Users/nickzwart/Desktop/20260724/87847799.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87848312,/Users/nickzwart/Desktop/20260724/87848312.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87848317,/Users/nickzwart/Desktop/20260724/87848317.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87848419,/Users/nickzwart/Desktop/20260724/87848419.json,__Taichicchi__,1,1,Cynthia-Garchomp,0.597,1042
87848874,/Users/nickzwart/Desktop/20260724/87848874.json,__Taichicchi__,1,1,Crustle,0.597,1042
87849370,/Users/nickzwart/Desktop/20260724/87849370.json,__Taichicchi__,1,0,Alakazam,0.597,1042
87849407,/Users/nickzwart/Desktop/20260724/87849407.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87849898,/Users/nickzwart/Desktop/20260724/87849898.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87849925,/Users/nickzwart/Desktop/20260724/87849925.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87850426,/Users/nickzwart/Desktop/20260724/87850426.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87850443,/Users/nickzwart/Desktop/20260724/87850443.json,__Taichicchi__,1,1,other,0.597,1042
87850947,/Users/nickzwart/Desktop/20260724/87850947.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87850960,/Users/nickzwart/Desktop/20260724/87850960.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87851487,/Users/nickzwart/Desktop/20260724/87851487.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87851494,/Users/nickzwart/Desktop/20260724/87851494.json,__Taichicchi__,1,0,Alakazam,0.597,1042
87851498,/Users/nickzwart/Desktop/20260724/87851498.json,__Taichicchi__,1,0,Cynthia-Garchomp,0.597,1042
87852021,/Users/nickzwart/Desktop/20260724/87852021.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87852528,/Users/nickzwart/Desktop/20260724/87852528.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87852543,/Users/nickzwart/Desktop/20260724/87852543.json,__Taichicchi__,1,0,other,0.597,1042
87853052,/Users/nickzwart/Desktop/20260724/87853052.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87853076,/Users/nickzwart/Desktop/20260724/87853076.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87853160,/Users/nickzwart/Desktop/20260724/87853160.json,__Taichicchi__,0,1,Cynthia-Garchomp,0.597,1042
87853592,/Users/nickzwart/Desktop/20260724/87853592.json,__Taichicchi__,0,1,other,0.597,1042
87853605,/Users/nickzwart/Desktop/20260724/87853605.json,__Taichicchi__,0,1,Cynthia-Garchomp,0.597,1042
87854100,/Users/nickzwart/Desktop/20260724/87854100.json,__Taichicchi__,0,1,other,0.597,1042
87854117,/Users/nickzwart/Desktop/20260724/87854117.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87854132,/Users/nickzwart/Desktop/20260724/87854132.json,__Taichicchi__,0,1,Crustle,0.597,1042
87854632,/Users/nickzwart/Desktop/20260724/87854632.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87854642,/Users/nickzwart/Desktop/20260724/87854642.json,__Taichicchi__,1,0,other,0.597,1042
87855152,/Users/nickzwart/Desktop/20260724/87855152.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87855167,/Users/nickzwart/Desktop/20260724/87855167.json,__Taichicchi__,1,0,Alakazam,0.597,1042
87855670,/Users/nickzwart/Desktop/20260724/87855670.json,__Taichicchi__,1,1,Alakazam,0.597,1042
87856182,/Users/nickzwart/Desktop/20260724/87856182.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87856704,/Users/nickzwart/Desktop/20260724/87856704.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87856738,/Users/nickzwart/Desktop/20260724/87856738.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87857217,/Users/nickzwart/Desktop/20260724/87857217.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87857238,/Users/nickzwart/Desktop/20260724/87857238.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87857764,/Users/nickzwart/Desktop/20260724/87857764.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87857783,/Users/nickzwart/Desktop/20260724/87857783.json,__Taichicchi__,1,0,Alakazam,0.597,1042
87857787,/Users/nickzwart/Desktop/20260724/87857787.json,__Taichicchi__,1,1,Cynthia-Garchomp,0.597,1042
87857798,/Users/nickzwart/Desktop/20260724/87857798.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87858287,/Users/nickzwart/Desktop/20260724/87858287.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87858298,/Users/nickzwart/Desktop/20260724/87858298.json,__Taichicchi__,0,1,other,0.597,1042
87858814,/Users/nickzwart/Desktop/20260724/87858814.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87859338,/Users/nickzwart/Desktop/20260724/87859338.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87859362,/Users/nickzwart/Desktop/20260724/87859362.json,__Taichicchi__,1,1,other,0.597,1042
87859879,/Users/nickzwart/Desktop/20260724/87859879.json,__Taichicchi__,0,1,other,0.597,1042
87859898,/Users/nickzwart/Desktop/20260724/87859898.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87859956,/Users/nickzwart/Desktop/20260724/87859956.json,__Taichicchi__,0,0,Crustle,0.597,1042
87860420,/Users/nickzwart/Desktop/20260724/87860420.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87860432,/Users/nickzwart/Desktop/20260724/87860432.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87860948,/Users/nickzwart/Desktop/20260724/87860948.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87860959,/Users/nickzwart/Desktop/20260724/87860959.json,__Taichicchi__,0,1,Crustle,0.597,1042
87861285,/Users/nickzwart/Desktop/20260724/87861285.json,__Taichicchi__,0,0,other,0.597,1042
87861457,/Users/nickzwart/Desktop/20260724/87861457.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87861477,/Users/nickzwart/Desktop/20260724/87861477.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87861980,/Users/nickzwart/Desktop/20260724/87861980.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87861997,/Users/nickzwart/Desktop/20260724/87861997.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87862001,/Users/nickzwart/Desktop/20260724/87862001.json,__Taichicchi__,1,0,other,0.597,1042
87862502,/Users/nickzwart/Desktop/20260724/87862502.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87862505,/Users/nickzwart/Desktop/20260724/87862505.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87862525,/Users/nickzwart/Desktop/20260724/87862525.json,__Taichicchi__,0,1,other,0.597,1042
87863024,/Users/nickzwart/Desktop/20260724/87863024.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87863928,/Users/nickzwart/Desktop/20260724/87863928.json,__Taichicchi__,1,1,other,0.597,1042
87864124,/Users/nickzwart/Desktop/20260724/87864124.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87864620,/Users/nickzwart/Desktop/20260724/87864620.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87864632,/Users/nickzwart/Desktop/20260724/87864632.json,__Taichicchi__,1,0,Cynthia-Garchomp,0.597,1042
87864655,/Users/nickzwart/Desktop/20260724/87864655.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87865095,/Users/nickzwart/Desktop/20260724/87865095.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87865253,/Users/nickzwart/Desktop/20260724/87865253.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87865254,/Users/nickzwart/Desktop/20260724/87865254.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87865729,/Users/nickzwart/Desktop/20260724/87865729.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87866211,/Users/nickzwart/Desktop/20260724/87866211.json,__Taichicchi__,1,1,other,0.597,1042
87866218,/Users/nickzwart/Desktop/20260724/87866218.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87866265,/Users/nickzwart/Desktop/20260724/87866265.json,__Taichicchi__,1,1,Alakazam,0.597,1042
87866740,/Users/nickzwart/Desktop/20260724/87866740.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87866760,/Users/nickzwart/Desktop/20260724/87866760.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87867274,/Users/nickzwart/Desktop/20260724/87867274.json,__Taichicchi__,1,0,Alakazam,0.597,1042
87867298,/Users/nickzwart/Desktop/20260724/87867298.json,__Taichicchi__,0,0,Alakazam,0.597,1042
87867806,/Users/nickzwart/Desktop/20260724/87867806.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87868329,/Users/nickzwart/Desktop/20260724/87868329.json,__Taichicchi__,1,1,Alakazam,0.597,1042
87868397,/Users/nickzwart/Desktop/20260724/87868397.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87868858,/Users/nickzwart/Desktop/20260724/87868858.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87868860,/Users/nickzwart/Desktop/20260724/87868860.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87868902,/Users/nickzwart/Desktop/20260724/87868902.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87869380,/Users/nickzwart/Desktop/20260724/87869380.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87869415,/Users/nickzwart/Desktop/20260724/87869415.json,__Taichicchi__,1,0,Cynthia-Garchomp,0.597,1042
87869900,/Users/nickzwart/Desktop/20260724/87869900.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87869982,/Users/nickzwart/Desktop/20260724/87869982.json,__Taichicchi__,1,1,Alakazam,0.597,1042
87870423,/Users/nickzwart/Desktop/20260724/87870423.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87870506,/Users/nickzwart/Desktop/20260724/87870506.json,__Taichicchi__,1,0,Alakazam,0.597,1042
87870947,/Users/nickzwart/Desktop/20260724/87870947.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87871480,/Users/nickzwart/Desktop/20260724/87871480.json,__Taichicchi__,1,1,Alakazam,0.597,1042
87872050,/Users/nickzwart/Desktop/20260724/87872050.json,__Taichicchi__,1,1,M-Kangaskhan,0.597,1042
87872561,/Users/nickzwart/Desktop/20260724/87872561.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87873087,/Users/nickzwart/Desktop/20260724/87873087.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87873125,/Users/nickzwart/Desktop/20260724/87873125.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87873632,/Users/nickzwart/Desktop/20260724/87873632.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87874152,/Users/nickzwart/Desktop/20260724/87874152.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87874676,/Users/nickzwart/Desktop/20260724/87874676.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87875204,/Users/nickzwart/Desktop/20260724/87875204.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87875730,/Users/nickzwart/Desktop/20260724/87875730.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87876246,/Users/nickzwart/Desktop/20260724/87876246.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87876758,/Users/nickzwart/Desktop/20260724/87876758.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87877307,/Users/nickzwart/Desktop/20260724/87877307.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87877835,/Users/nickzwart/Desktop/20260724/87877835.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87877838,/Users/nickzwart/Desktop/20260724/87877838.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87878359,/Users/nickzwart/Desktop/20260724/87878359.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87878876,/Users/nickzwart/Desktop/20260724/87878876.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87879394,/Users/nickzwart/Desktop/20260724/87879394.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87879912,/Users/nickzwart/Desktop/20260724/87879912.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87880434,/Users/nickzwart/Desktop/20260724/87880434.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87880963,/Users/nickzwart/Desktop/20260724/87880963.json,__Taichicchi__,1,1,Alakazam,0.597,1042
87881494,/Users/nickzwart/Desktop/20260724/87881494.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87882001,/Users/nickzwart/Desktop/20260724/87882001.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87882515,/Users/nickzwart/Desktop/20260724/87882515.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87883048,/Users/nickzwart/Desktop/20260724/87883048.json,__Taichicchi__,1,1,Cynthia-Garchomp,0.597,1042
87883599,/Users/nickzwart/Desktop/20260724/87883599.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87884148,/Users/nickzwart/Desktop/20260724/87884148.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87884706,/Users/nickzwart/Desktop/20260724/87884706.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87886373,/Users/nickzwart/Desktop/20260724/87886373.json,__Taichicchi__,1,1,Alakazam,0.597,1042
87886937,/Users/nickzwart/Desktop/20260724/87886937.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87886951,/Users/nickzwart/Desktop/20260724/87886951.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87887500,/Users/nickzwart/Desktop/20260724/87887500.json,__Taichicchi__,1,0,Crustle,0.597,1042
87888062,/Users/nickzwart/Desktop/20260724/87888062.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87888072,/Users/nickzwart/Desktop/20260724/87888072.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87888627,/Users/nickzwart/Desktop/20260724/87888627.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87889178,/Users/nickzwart/Desktop/20260724/87889178.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87889192,/Users/nickzwart/Desktop/20260724/87889192.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87889734,/Users/nickzwart/Desktop/20260724/87889734.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87890313,/Users/nickzwart/Desktop/20260724/87890313.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87891425,/Users/nickzwart/Desktop/20260724/87891425.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87892539,/Users/nickzwart/Desktop/20260724/87892539.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87892668,/Users/nickzwart/Desktop/20260724/87892668.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87893100,/Users/nickzwart/Desktop/20260724/87893100.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87893657,/Users/nickzwart/Desktop/20260724/87893657.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87893793,/Users/nickzwart/Desktop/20260724/87893793.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87894286,/Users/nickzwart/Desktop/20260724/87894286.json,__Taichicchi__,1,1,Alakazam,0.597,1042
87894782,/Users/nickzwart/Desktop/20260724/87894782.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87894819,/Users/nickzwart/Desktop/20260724/87894819.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87894827,/Users/nickzwart/Desktop/20260724/87894827.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87895356,/Users/nickzwart/Desktop/20260724/87895356.json,__Taichicchi__,0,0,Alakazam,0.597,1042
87895407,/Users/nickzwart/Desktop/20260724/87895407.json,__Taichicchi__,1,0,Cynthia-Garchomp,0.597,1042
87895933,/Users/nickzwart/Desktop/20260724/87895933.json,__Taichicchi__,0,1,other,0.597,1042
87895985,/Users/nickzwart/Desktop/20260724/87895985.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87896464,/Users/nickzwart/Desktop/20260724/87896464.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87897075,/Users/nickzwart/Desktop/20260724/87897075.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87897077,/Users/nickzwart/Desktop/20260724/87897077.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87897636,/Users/nickzwart/Desktop/20260724/87897636.json,__Taichicchi__,0,1,other,0.597,1042
87897668,/Users/nickzwart/Desktop/20260724/87897668.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87898197,/Users/nickzwart/Desktop/20260724/87898197.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87898226,/Users/nickzwart/Desktop/20260724/87898226.json,__Taichicchi__,1,1,Crustle,0.597,1042
87898247,/Users/nickzwart/Desktop/20260724/87898247.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87898250,/Users/nickzwart/Desktop/20260724/87898250.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87898765,/Users/nickzwart/Desktop/20260724/87898765.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87898798,/Users/nickzwart/Desktop/20260724/87898798.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87899341,/Users/nickzwart/Desktop/20260724/87899341.json,__Taichicchi__,1,1,other,0.597,1042
87899371,/Users/nickzwart/Desktop/20260724/87899371.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87899925,/Users/nickzwart/Desktop/20260724/87899925.json,__Taichicchi__,0,1,Crustle,0.597,1042
87899952,/Users/nickzwart/Desktop/20260724/87899952.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87900496,/Users/nickzwart/Desktop/20260724/87900496.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87900519,/Users/nickzwart/Desktop/20260724/87900519.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87901080,/Users/nickzwart/Desktop/20260724/87901080.json,__Taichicchi__,0,1,Alakazam,0.597,1042
87901640,/Users/nickzwart/Desktop/20260724/87901640.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87901661,/Users/nickzwart/Desktop/20260724/87901661.json,__Taichicchi__,0,0,Grimmsnarl,0.597,1042
87902237,/Users/nickzwart/Desktop/20260724/87902237.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87902250,/Users/nickzwart/Desktop/20260724/87902250.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87902806,/Users/nickzwart/Desktop/20260724/87902806.json,__Taichicchi__,1,0,other,0.597,1042
87902826,/Users/nickzwart/Desktop/20260724/87902826.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87903383,/Users/nickzwart/Desktop/20260724/87903383.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87903404,/Users/nickzwart/Desktop/20260724/87903404.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87903975,/Users/nickzwart/Desktop/20260724/87903975.json,__Taichicchi__,1,1,Crustle,0.597,1042
87903986,/Users/nickzwart/Desktop/20260724/87903986.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87903995,/Users/nickzwart/Desktop/20260724/87903995.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87904555,/Users/nickzwart/Desktop/20260724/87904555.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87904574,/Users/nickzwart/Desktop/20260724/87904574.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
87904588,/Users/nickzwart/Desktop/20260724/87904588.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87905128,/Users/nickzwart/Desktop/20260724/87905128.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87905147,/Users/nickzwart/Desktop/20260724/87905147.json,__Taichicchi__,1,0,other,0.597,1042
87905159,/Users/nickzwart/Desktop/20260724/87905159.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87905161,/Users/nickzwart/Desktop/20260724/87905161.json,__Taichicchi__,1,1,Grimmsnarl,0.597,1042
87905732,/Users/nickzwart/Desktop/20260724/87905732.json,__Taichicchi__,1,0,Grimmsnarl,0.597,1042
87905737,/Users/nickzwart/Desktop/20260724/87905737.json,__Taichicchi__,0,1,Grimmsnarl,0.597,1042
